competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo
202002;2;29;292740;F;4211101;1;715110;101;4;45;44,00;3;1;0;1;20;0;0;0;2041,60;7;0;1;202002;202203;1;0
202002;5;52;521180;N;8211300;-1;848510;101;6;27;44,00;3;3;0;1;31;0;0;0;998,00;5;0;1;202002;202203;1;0
202002;3;33;330455;I;5611201;1;513435;101;7;19;42,86;1;3;0;1;20;0;0;0;1283,73;6;0;1;202002;202203;1;0
202002;2;28;280030;M;7319002;1;411005;101;7;20;44,00;2;3;0;1;20;0;0;0;1093,00;2;0;1;202002;202203;1;0
202002;2;29;292740;F;4211101;1;715110;101;4;30;44,00;3;1;0;1;20;0;0;0;2041,60;7;0;1;202002;202203;1;0
202002;1;13;130260;C;2610800;1;411010;101;7;17;44,00;3;1;0;1;20;0;0;0;522,50;1;0;1;202005;202203;1;1
202002;1;17;172100;I;5611203;1;513435;101;1;19;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202003;202203;1;1
202002;2;26;260070;A;161003;1;622110;101;7;22;44,00;6;1;0;1;20;0;0;0;1041,00;6;0;1;202002;202203;1;0
202002;3;35;355030;N;8011101;1;517330;101;7;23;36,00;3;1;0;1;20;0;0;0;1597,71;7;0;1;202002;202203;1;0
202002;4;41;411840;G;4754701;1;771105;101;7;23;44,00;3;1;0;1;20;0;0;0;1800,00;3;0;1;202002;202203;1;0
202002;2;29;292740;F;4211101;1;715705;101;4;46;44,00;3;1;0;1;20;0;0;0;1841,40;7;0;1;202002;202203;1;0
202002;4;41;410690;N;8211300;-1;521140;101;7;22;44,00;1;1;0;1;31;0;0;0;1260,00;2;0;1;202101;202203;1;1
202002;3;33;330455;M;6920601;-1;413105;101;9;45;40,00;3;3;0;1;40;0;0;0;2000,00;1;0;1;202002;202203;1;0
202002;2;26;260090;C;1111901;-1;715130;101;2;31;44,00;3;1;0;1;31;0;0;0;1827,15;8;0;1;202010;202203;1;1
202002;4;41;410690;C;2862300;1;411005;101;8;19;30,00;1;1;0;1;20;0;0;0;1039,17;7;0;1;202002;202203;1;0
202002;3;33;330455;S;9499500;1;515305;101;7;33;44,00;6;3;0;1;20;0;0;0;1731,19;2;0;1;202101;202203;1;1
202002;2;29;292740;F;4211101;1;715110;101;4;25;44,00;3;1;0;1;20;0;0;0;2041,60;7;0;1;202002;202203;1;0
202002;3;33;330620;S;9603304;-1;411005;101;7;29;44,00;1;3;0;1;31;0;0;0;1180,00;3;0;1;202002;202203;1;0
202002;3;33;330455;N;8121400;1;514320;101;5;36;36,00;3;3;0;1;20;0;0;0;1239,00;1;0;1;202010;202203;1;1
202002;2;29;292740;F;4211101;1;782145;101;6;39;44,00;3;1;0;1;20;0;0;0;1841,40;7;0;1;202002;202203;1;0
202002;2;29;292740;I;5611201;1;848315;101;7;39;45,00;1;1;0;1;20;0;0;0;1400,00;2;0;1;202002;202203;1;0
202002;2;24;240810;C;1091101;-1;848315;101;6;48;44,00;6;1;0;1;31;0;0;0;1483,89;2;0;1;202002;202203;1;0
202002;2;29;292740;F;4211101;1;410205;101;7;52;44,00;3;1;0;1;20;0;0;0;3140,61;7;0;1;202002;202203;1;0
202002;5;50;500270;P;8512100;1;332205;101;7;22;44,00;1;3;0;1;20;0;0;0;1100,00;2;0;1;202002;202203;1;0
202002;2;29;292740;F;4211101;1;715130;101;4;41;44,00;3;1;0;1;20;0;0;0;3126,20;7;0;1;202002;202203;1;0
202002;2;29;292740;F;4211101;1;715110;101;4;42;44,00;3;1;0;1;20;0;0;0;2041,60;7;0;1;202002;202203;1;0
202002;2;29;292740;F;4211101;1;715135;101;4;57;44,00;3;1;0;1;20;0;0;0;2527,80;7;0;1;202002;202203;1;0
202002;3;33;330455;S;9499500;1;331110;101;7;36;44,00;6;3;0;1;20;0;0;0;1286,80;1;0;1;202101;202203;1;1
202002;3;31;310620;I;5611203;-1;513505;101;7;19;44,00;6;3;0;1;31;0;0;0;1010,00;2;0;1;202002;202203;1;0
202002;3;33;330250;A;119906;1;513205;101;7;24;44,00;6;1;0;1;20;0;0;0;1320,00;1;0;1;202004;202203;1;1
202002;3;35;355030;Q;8650003;1;422105;101;5;38;44,00;2;3;0;1;20;0;0;0;1700,00;2;0;1;202002;202203;1;0
202002;3;33;330455;S;9499500;1;515305;101;7;47;44,00;6;3;0;1;20;0;0;0;1731,19;1;0;1;202101;202203;1;1
202002;2;27;270430;G;4754702;1;763210;101;7;25;44,00;3;3;0;1;20;0;0;0;1143,13;7;0;1;202002;202203;1;0
202003;3;31;312610;F;4120400;1;717020;101;7;22;44,00;6;1;2;4;20;0;0;0;1124,08;99;0;1;202004;202203;1;1
202003;3;32;320500;F;4330404;1;716610;101;7;34;44,00;3;1;0;1;20;0;0;0;1742,40;1;0;1;202003;202203;1;0
202003;2;29;292740;F;4211101;1;919105;101;4;48;45,00;3;1;0;1;20;0;0;0;2041,60;7;0;1;202003;202203;1;0
202003;3;35;355280;P;8599601;1;411005;101;7;24;44,00;1;3;0;1;20;0;0;0;1164,57;4;0;1;202003;202203;1;0
202003;5;52;521930;P;8511200;1;231105;101;9;34;24,00;3;3;0;1;20;0;0;0;1803,84;5;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;232115;101;8;23;10,00;3;3;0;1;20;0;0;0;1156,50;1;0;1;202006;202203;1;1
202003;2;29;292740;F;4211101;1;717020;101;5;23;44,00;3;1;0;1;20;0;0;0;1126,40;7;0;1;202003;202203;1;0
202003;2;26;261160;P;8520100;1;231310;101;9;32;4,00;3;1;0;1;20;0;0;0;378,00;1;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;232115;101;80;33;14,00;3;3;0;1;20;0;0;0;1619,10;1;0;1;202006;202203;1;1
202003;5;52;520140;N;8011101;-1;517330;101;7;49;44,00;3;1;0;1;40;0;0;0;1471,33;6;0;1;202008;202203;1;1
202003;2;26;261160;P;8520100;1;231335;101;9;21;2,00;1;3;0;1;20;0;0;0;189,00;1;0;1;202003;202203;1;0
202003;2;26;261160;P;8520100;1;231335;101;9;28;11,00;1;1;0;1;20;0;0;0;1039,50;1;0;1;202003;202203;1;0
202003;3;35;355030;N;8211300;1;422105;101;7;25;42,46;1;3;0;1;20;0;0;0;1350,00;4;0;1;202003;202203;1;0
202003;1;13;130260;M;7020400;-1;517410;101;7;34;36,00;3;1;0;1;31;0;0;0;1093,46;1;0;1;202006;202203;1;1
202003;2;23;230730;C;1539400;-1;784205;101;7;21;44,00;3;3;0;1;43;0;0;0;1045,00;2;0;1;202004;202203;1;1
202003;3;35;355030;H;4930201;1;783225;101;4;35;44,00;3;1;0;1;20;0;0;0;1369,00;2;0;1;202003;202203;1;0
202003;2;21;211130;G;4755502;1;521110;101;7;18;44,00;2;1;0;1;20;0;0;0;1194,65;4;0;1;202003;202203;1;0
202003;3;31;311660;H;4930202;1;782510;101;7;23;44,00;3;1;0;1;20;0;0;0;1953,00;1;0;1;202003;202203;1;0
202003;5;52;521930;P;8511200;1;239405;101;9;33;44,00;6;3;0;1;20;0;0;0;2993,64;5;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;411005;101;7;56;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;3;31;315780;P;8532500;1;517420;101;7;47;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;3;31;315780;P;8532500;1;232115;101;9;34;10,00;3;3;0;1;20;0;0;0;1156,50;1;0;1;202006;202203;1;1
202003;3;35;355030;N;8211300;1;514310;101;8;20;40,00;1;1;0;1;20;0;0;0;1600,00;4;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;411005;101;8;22;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;3;35;351880;G;4541201;1;521110;101;2;23;44,00;3;1;0;1;20;0;0;0;2090,00;1;0;1;202008;202203;1;1
202003;2;26;261160;P;8520100;1;232140;101;80;43;5,00;1;1;0;1;20;0;0;0;656,25;1;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;331205;101;9;29;10,00;3;3;0;1;20;0;0;0;791,50;1;0;1;202006;202203;1;1
202003;3;31;315780;P;8532500;1;411005;101;7;22;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;2;23;230440;I;5620102;1;411010;101;7;38;44,00;3;3;0;1;20;0;0;0;2100,00;3;0;1;202008;202203;1;1
202003;3;35;355030;G;4785799;1;717010;101;7;34;44,00;3;1;0;4;20;0;0;0;1841,67;2;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;331205;101;7;41;5,00;3;3;0;1;20;0;0;0;395,75;1;0;1;202006;202203;1;1
202003;4;41;411840;G;4520002;1;991315;101;9;44;44,00;3;1;0;1;20;0;0;0;1514,00;3;0;1;202003;202203;1;0
202003;4;42;420540;I;5611201;-1;513405;101;7;33;44,00;1;1;0;1;31;0;0;0;1325,00;5;0;1;202004;202203;1;1
202003;2;21;211130;G;4761001;1;123105;101;9;44;44,00;3;1;0;1;20;0;0;0;1500,00;1;0;1;202004;202203;1;1
202003;3;35;355030;M;6920601;1;411005;101;9;37;40,00;6;3;0;1;20;0;0;0;1500,00;5;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;514320;101;2;48;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;3;32;320500;F;4330404;1;716610;101;6;36;44,00;3;1;0;1;20;0;0;0;1742,40;1;0;1;202003;202203;1;0
202003;3;33;330455;M;6920601;-1;413110;101;7;43;40,00;3;1;0;1;31;0;0;0;1957,00;1;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;411005;101;8;27;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;2;26;261160;P;8520100;1;231310;101;9;38;4,00;1;3;0;1;20;0;0;0;378,00;1;0;1;202003;202203;1;0
202003;1;15;150275;G;4753900;1;521110;101;7;26;44,00;3;1;0;1;20;0;0;0;1232,40;3;0;1;202003;202203;1;0
202003;3;31;312610;F;4120400;1;715210;101;5;41;44,00;1;1;2;4;20;0;0;0;1600,75;99;0;1;202004;202203;1;1
202003;2;26;261160;P;8520100;1;232145;101;7;41;6,00;1;1;0;1;20;0;0;0;787,50;1;0;1;202003;202203;1;0
202003;3;35;355030;G;4520005;1;519935;101;7;24;44,00;3;1;0;1;20;0;0;0;1167,38;5;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;514320;101;2;56;44,00;3;1;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;3;35;355030;I;5611203;1;514320;101;5;41;44,00;1;3;0;1;20;0;0;0;1230,00;4;0;1;202003;202203;1;0
202003;3;35;355240;C;2099199;1;142335;101;9;37;40,00;3;3;0;1;20;0;0;0;9505,54;10;0;1;202003;202203;1;0
202003;3;32;320240;G;4744099;1;521140;101;7;47;45,00;1;1;0;1;20;0;0;0;1200,00;2;0;1;202003;202203;1;0
202003;2;21;211130;G;4761001;1;121010;101;8;39;44,00;3;3;0;1;20;0;0;0;1500,00;1;0;1;202004;202203;1;1
202003;3;35;355030;G;4520001;-1;914405;101;6;22;44,00;3;1;0;1;40;0;0;0;1456,44;2;0;1;202003;202203;1;0
202003;5;51;510263;G;4784900;1;519110;101;6;24;48,00;2;1;0;1;20;0;0;0;1120,00;2;0;1;202003;202203;1;0
202003;3;31;312610;F;4120400;1;717020;101;7;22;44,00;6;1;2;4;20;0;0;0;1124,08;99;0;1;202004;202203;1;1
202003;3;31;315780;P;8532500;1;331205;101;9;48;10,00;3;3;0;1;20;0;0;0;791,50;1;0;1;202006;202203;1;1
202003;3;31;315780;P;8532500;1;331205;101;9;38;14,00;3;3;0;1;20;0;0;0;1108,10;1;0;1;202006;202203;1;1
202003;1;13;130260;M;7020400;-1;992210;101;7;46;36,00;3;3;0;1;31;0;0;0;1580,97;8;0;1;202102;202203;1;1
202003;4;42;421360;I;5611201;1;513605;101;7;23;44,00;6;1;0;1;20;0;0;0;1442,00;4;0;1;202006;202203;1;1
202003;2;29;292740;F;4211101;1;715705;101;7;40;45,00;2;1;0;1;20;0;0;0;1841,40;7;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;331205;101;9;46;10,00;3;3;0;1;20;0;0;0;791,50;1;0;1;202006;202203;1;1
202003;5;53;530010;R;9313100;1;234410;101;9;36;44,00;3;1;0;1;20;0;0;0;2420,00;2;0;1;202003;202203;1;0
202003;2;24;240810;I;5611201;1;513505;101;7;36;44,00;2;1;0;1;20;0;0;0;1045,00;6;0;1;202003;202203;1;0
202003;5;52;520870;G;4649402;1;411010;101;8;43;44,00;3;3;0;1;20;0;0;0;2000,00;5;0;1;202003;202203;1;0
202003;3;31;315780;P;8532500;1;411005;101;9;43;44,00;3;1;0;1;20;0;0;0;1500,00;1;0;1;202006;202203;1;1
202003;2;29;292740;F;4211101;1;717020;101;6;18;44,00;3;1;0;1;20;0;0;0;1126,40;7;0;1;202003;202203;1;0
202003;1;11;110028;N;8211300;-1;514320;101;7;52;44,00;6;3;0;1;60;0;0;0;1144,91;10;0;1;202003;202203;1;0
202003;3;35;355030;F;4330499;-1;717020;101;5;30;44,00;1;1;0;1;31;0;0;0;1513,60;4;0;1;202101;202203;1;1
202003;2;23;230440;G;4520002;1;991315;101;5;37;44,00;3;1;0;1;20;0;0;0;1505,00;1;0;1;202005;202203;1;1
202003;1;13;130260;M;7020400;-1;514310;111;7;33;40,00;3;1;0;1;31;0;1;0;1291,57;1;0;1;202005;202203;1;1
202003;3;31;315780;P;8532500;1;514320;101;7;26;44,00;3;3;0;1;20;0;0;0;1045,00;1;0;1;202006;202203;1;1
202003;3;31;315780;P;8532500;1;232115;101;9;25;10,00;3;3;0;1;20;0;0;0;1156,50;1;0;1;202006;202203;1;1
202003;1;15;150420;N;8011101;1;517330;101;7;39;48,00;1;1;0;1;20;0;0;0;1401,07;5;0;1;202003;202203;1;0
202003;3;35;355030;A;134200;-1;622020;101;2;26;44,00;6;1;2;3;43;0;0;0;998,00;99;0;1;202007;202203;1;1
202003;3;33;330170;G;4789099;-1;421125;101;7;26;48,00;3;3;0;1;31;0;0;0;1300,00;5;0;1;202003;202203;1;0
202003;3;35;355030;A;115600;1;621005;101;4;48;44,00;1;1;2;3;20;0;0;0;1500,00;99;0;1;202003;202203;1;0
