competênciamov;região;uf;município;seção;subclasse;saldomovimentação;cbo2002ocupação;categoria;graudeinstrução;idade;horascontratuais;raçacor;sexo;tipoempregador;tipoestabelecimento;tipomovimentação;tipodedeficiência;indtrabintermitente;indtrabparcial;salário;tamestabjan;indicadoraprendiz;origemdainformação;competênciadec;competênciaexc;indicadordeexclusão;indicadordeforadoprazo
202102;5;52;520140;H;5212500;1;414215;101;7;27;44;2;1;0;1;20;0;0;0;1088.06;1;0;1;202102;202202;1;0
202102;5;51;510340;N;8211300;1;514120;101;7;30;40;3;1;0;1;97;0;0;0;1702;1;0;1;202112;202202;1;1
202102;2;29;291360;N;7820500;1;412205;106;7;31;44;3;1;0;1;20;0;0;0;1263.27;1;0;1;202103;202202;1;1
202102;3;31;312260;A;162899;1;621005;101;5;43;44;1;1;2;3;97;0;0;0;1212;99;0;1;202201;202202;1;1
202102;3;35;353740;I;5510801;1;641015;101;7;61;40;2;1;0;1;20;0;0;0;1500;2;0;1;202102;202202;1;0
202102;1;17;170950;Q;8610102;-1;322205;101;7;20;31;1;1;0;1;43;0;0;0;1047.9;7;0;1;202106;202202;1;1
202102;3;35;355030;F;4322302;-1;142705;101;80;34;44;6;1;0;1;31;0;0;0;4000;5;0;1;202102;202202;1;0
202102;3;35;355250;N;7820500;-1;254505;101;7;46;44;1;1;0;1;31;0;0;0;1122.19;10;0;1;202102;202202;1;0
202102;4;41;411520;F;4399103;1;422105;101;6;18;44;6;3;0;1;97;0;0;0;1370;1;0;1;202107;202202;1;1
202102;2;26;260790;H;4930202;1;517410;101;7;40;22;3;1;0;1;97;0;0;0;1200;1;0;1;202112;202202;1;1
202102;2;27;270430;G;4789004;1;411005;101;7;22;44;1;3;0;1;97;0;0;0;1100;1;0;1;202108;202202;1;1
202102;2;26;260790;H;4930202;1;142705;101;9;46;44;3;1;0;1;97;0;0;0;4120;1;0;1;202112;202202;1;1
202102;5;52;520870;C;2391503;1;783215;105;7;25;44;1;1;0;1;20;0;0;0;1360;4;0;1;202102;202202;1;0
202102;1;14;140010;N;7820500;-1;513430;101;7;24;44;3;3;0;1;31;0;0;0;1045;1;0;1;202106;202202;1;1
202102;3;35;355030;A;119999;1;621005;101;7;26;40;2;1;2;3;20;0;0;0;1238.11;99;0;1;202102;202202;1;0
202102;3;35;355030;M;7112000;1;717020;101;7;39;44;6;1;0;1;97;0;0;0;1551.16;1;0;1;202108;202202;1;1
202102;4;41;410830;C;1091102;-1;421125;101;7;26;44;1;3;0;1;40;0;0;0;1449;3;0;1;202102;202202;1;0
202102;3;35;355220;H;4930201;1;782510;101;7;24;44;6;1;0;1;20;0;0;0;1705.09;1;0;1;202105;202202;1;1
202102;3;31;314480;I;5611201;1;992225;101;7;46;44;6;3;0;1;20;0;0;0;1119.96;5;0;1;202102;202202;1;0
202102;3;31;313960;C;1412601;-1;763210;101;7;26;48;1;3;0;1;32;0;0;0;1100;7;0;1;202102;202202;1;0
202102;4;41;410190;G;4744099;1;823320;101;7;21;44;1;1;0;1;10;0;0;0;1500;2;0;1;202102;202202;1;0
202102;3;35;352310;C;2539001;1;784205;101;7;23;44;1;1;0;1;20;0;0;0;1415;1;0;1;202103;202202;1;1
202102;2;29;291360;N;7820500;1;513505;106;7;31;44;3;3;0;1;20;0;0;0;1118.2;1;0;1;202103;202202;1;1
202102;3;35;354870;P;8512100;1;371410;101;8;29;44;1;1;0;1;20;0;0;0;1600;1;0;1;202102;202202;1;0
202102;5;52;521250;F;4330404;1;716610;101;7;28;44;3;1;0;1;97;0;0;0;1738;1;0;1;202201;202202;1;1
202102;3;35;355030;F;4292802;1;715545;101;7;28;44;6;1;0;1;20;0;0;0;1690.33;10;0;1;202102;202202;1;0
202102;1;11;110020;I;5620101;-1;513205;101;7;38;44;3;3;0;1;40;0;0;0;1244.65;2;0;1;202104;202202;1;1
202102;4;42;421280;C;1412603;-1;763215;101;5;42;44;1;3;0;1;40;0;0;0;1244;5;0;1;202111;202202;1;1
202102;4;41;410830;C;1091102;1;421125;101;7;21;44;1;3;0;1;20;0;0;0;1449;3;0;1;202102;202202;1;0
202102;3;35;351970;O;8411600;1;231210;105;9;27;30;1;3;0;1;97;0;0;1;2394.21;1;0;1;202112;202202;1;1
202102;1;13;130260;C;2532201;-1;784205;101;7;26;44;1;1;0;1;40;0;0;0;1277.19;6;0;1;202102;202202;1;0
202102;4;42;421770;C;3101200;1;771105;101;5;29;44;3;1;0;1;20;0;0;0;1300;2;0;1;202102;202202;1;0
202102;3;35;355160;I;5611203;1;513505;101;7;18;35;1;3;0;1;20;0;0;0;1369;1;0;1;202102;202202;1;0
202102;3;33;330455;N;8121400;1;411005;101;7;40;40;3;3;0;1;97;0;0;0;1304;1;0;1;202106;202202;1;1
202102;4;42;420540;F;4399104;1;313215;101;7;43;44;1;1;0;1;20;0;0;0;8.5;1;0;1;202102;202202;1;0
202102;3;35;355030;N;7820500;-1;414140;106;7;45;44;3;1;0;1;43;0;0;0;1247.92;10;0;1;202103;202202;1;1
202102;3;35;350160;S;9511800;1;313220;101;6;18;44;1;1;0;1;97;0;0;0;1193.72;1;0;1;202112;202202;1;1
202102;3;35;355030;Q;8630503;1;322225;101;6;50;44;3;3;2;3;20;0;0;0;1500;99;0;1;202102;202202;1;0
202102;3;31;311340;P;8532500;1;422310;101;7;37;36;1;3;0;1;20;0;0;0;1100;5;0;1;202102;202202;1;0
202102;3;35;353240;I;5510801;1;513205;101;7;35;44;1;3;0;1;97;0;0;0;1300;2;0;1;202112;202202;1;1
202102;5;52;521250;F;4330404;1;514320;101;5;53;44;1;3;0;1;97;0;0;0;1212;1;0;1;202201;202202;1;1
202102;2;26;260790;H;4930202;1;992225;101;5;52;44;3;1;0;1;97;0;0;0;1200;1;0;1;202112;202202;1;1
202102;3;35;355030;G;4743100;-1;716305;101;7;33;44;1;1;0;1;31;0;0;0;1649;3;0;1;202102;202202;1;0
202102;2;23;230730;G;4781400;1;521110;101;7;26;44;3;1;0;1;20;0;0;0;1135;3;0;1;202102;202202;1;0
202102;1;11;110028;N;8211300;-1;325210;101;7;46;44;6;3;0;1;31;0;0;0;1168.74;9;0;1;202102;202202;1;0
202102;2;29;292740;G;4781400;1;142105;101;7;24;44;3;3;0;1;20;0;0;0;1100;2;0;1;202102;202202;1;0
202102;2;23;230730;G;4781400;1;521110;101;7;25;44;3;3;0;1;20;0;0;0;1135;3;0;1;202102;202202;1;0
202102;3;32;320220;I;5620102;1;514320;101;7;46;37;1;1;0;1;20;0;0;0;1150.69;5;0;1;202102;202202;1;0
202102;3;33;330455;G;4686902;1;862150;101;7;38;44;3;1;0;1;20;0;0;0;1230;5;0;1;202102;202202;1;0
202102;3;33;330455;P;8511200;1;232120;101;9;49;44;6;3;0;1;20;0;0;0;1288.95;4;0;1;202103;202202;1;1
202102;9;99;999999;A;134200;1;641015;101;4;41;44;6;1;2;3;97;0;0;0;1633;99;0;1;202111;202202;1;1
202102;4;41;411520;G;4530705;-1;992115;101;7;24;44;1;1;0;1;31;0;0;0;1955;1;0;1;202106;202202;1;1
202102;3;35;351970;O;8411600;1;231210;105;9;48;30;1;3;0;1;97;0;0;1;2394.21;1;0;1;202112;202202;1;1
202102;3;35;355030;F;4292802;1;715545;101;7;38;44;6;1;0;1;20;0;0;0;1690.33;10;0;1;202102;202202;1;0
202102;2;23;230730;G;4781400;1;521110;101;7;21;44;3;3;0;1;20;0;0;0;1135;1;0;1;202102;202202;1;0
202102;4;41;410690;G;4744001;1;784205;101;7;20;44;6;1;0;1;97;0;0;0;1577.4;1;0;1;202201;202202;1;1
202102;5;53;530010;G;4784900;1;411010;101;8;22;44;1;3;0;1;97;0;0;0;1510.86;1;0;1;202112;202202;1;1
202102;3;35;350280;G;4723700;-1;141415;101;7;33;44;6;3;0;1;31;0;0;0;3191.14;3;0;1;202102;202202;1;0
202102;5;51;510340;N;8211300;1;514320;101;7;47;44;3;3;0;1;20;0;0;0;1100;1;0;1;202104;202202;1;1
202102;2;27;270430;P;8593700;1;354125;101;7;36;44;3;1;0;1;20;0;0;0;1100;5;0;1;202102;202202;1;0
202102;1;15;150140;G;4687703;1;783220;101;4;23;48;6;1;0;1;97;0;0;0;1100;5;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;51;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;51;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;4;41;410830;C;1091102;-1;421125;101;7;21;44;1;3;0;1;31;0;0;0;1449;3;0;1;202103;202202;1;0
202103;2;24;240810;C;2330302;1;717020;101;7;30;44;6;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;31;310350;M;7112000;-1;717020;101;5;21;44;1;1;0;1;40;0;0;0;1045;2;0;1;202103;202202;1;0
202103;2;29;291080;G;4781400;1;521110;101;7;26;44;3;3;0;1;97;0;0;0;1250;1;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;27;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;352250;F;4399103;1;717020;101;6;25;44;3;1;0;1;20;0;0;0;1562.7;4;0;1;202103;202202;1;0
202103;2;24;240810;C;2330302;1;717020;101;1;64;44;3;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;35;351970;O;8411600;1;231210;105;9;29;30;1;3;0;1;97;0;0;1;2394.21;1;0;1;202112;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;23;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;26;260410;M;7410202;-1;521110;101;7;46;44;6;1;0;1;31;0;0;0;1587.38;5;0;1;202103;202202;1;0
202103;3;35;353240;I;5510801;1;514320;101;7;25;44;1;3;0;1;97;0;0;0;1280;2;0;1;202112;202202;1;1
202103;4;43;431560;C;1020102;-1;841484;101;3;56;44;2;1;0;1;31;0;0;0;1223.2;8;0;1;202106;202202;1;1
202103;1;13;130185;C;2342702;1;514325;101;7;31;44;3;1;0;1;97;0;0;0;1160;1;0;1;202111;202202;1;1
202103;3;35;355030;G;4774100;1;521110;101;7;24;44;6;3;0;1;20;0;0;0;1451;1;0;1;202105;202202;1;1
202103;1;16;160050;G;4634603;-1;841484;101;7;29;44;3;3;0;1;31;0;0;0;1100;4;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;7;57;44;2;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;22;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;N;7820500;1;322215;101;7;24;36;3;3;0;1;20;0;0;0;1742.76;10;0;1;202103;202202;1;0
202103;1;15;150140;Q;8610102;1;324115;101;7;24;24;2;1;0;1;20;0;0;0;2200;6;0;1;202103;202202;1;0
202103;2;26;260960;G;4642701;-1;521110;101;7;47;44;1;3;0;1;31;0;0;0;1205;3;0;1;202104;202202;1;1
202103;3;35;355030;N;7820500;1;784205;106;7;27;44;1;3;0;1;20;0;0;0;1615.09;10;0;1;202105;202202;1;1
202103;3;31;310620;G;4789099;-1;724210;101;3;36;53;3;1;0;1;43;0;0;0;1614.02;5;0;1;202103;202202;1;0
202103;3;33;330070;G;4755503;1;521110;101;7;37;44;6;3;0;1;20;0;0;0;1284;3;0;1;202105;202202;1;1
202103;2;26;260790;H;4930202;1;354205;101;7;34;44;3;1;0;1;97;0;0;0;2575;1;0;1;202112;202202;1;1
202103;3;33;330100;F;4330499;-1;354210;101;8;37;1;1;1;0;1;31;0;0;0;2875;2;0;1;202103;202202;1;0
202103;3;35;350650;F;4110700;-1;782510;101;7;48;44;6;1;0;1;40;0;0;0;1666;1;0;1;202110;202202;1;1
202103;4;43;430770;N;8129000;-1;862150;101;6;31;44;1;1;0;1;31;0;0;0;1260;5;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;4;47;44;1;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;6;56;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;29;291080;G;4781400;1;521110;101;7;23;44;3;3;0;1;97;0;0;0;1250;1;0;1;202201;202202;1;1
202103;5;50;500110;A;151201;1;623015;101;7;19;44;6;1;2;3;97;0;0;0;1500;99;0;1;202201;202202;1;1
202103;3;35;353240;I;5510801;1;715145;101;7;26;44;1;1;0;1;97;0;0;0;1430;2;0;1;202112;202202;1;1
202103;3;35;353050;C;3250703;-1;768310;101;7;26;40;1;1;0;1;40;0;0;0;1554.86;4;0;1;202103;202202;1;0
202103;2;27;270230;G;4781400;-1;521110;101;7;24;44;6;3;0;1;32;0;0;0;1030;3;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;51;44;1;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;4;41;410830;F;4120400;-1;710205;101;6;54;44;1;1;0;4;31;0;0;0;3770.8;1;0;1;202103;202202;1;0
202103;1;15;150080;F;4330402;1;716305;101;7;34;44;6;1;0;1;20;0;0;0;1102;1;0;1;202103;202202;1;0
202103;2;29;292740;G;4744005;1;716305;101;7;44;44;3;1;0;1;97;0;0;0;1600;1;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;37;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;717020;101;5;53;44;3;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;64;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;351880;I;5611201;-1;513610;101;5;51;44;1;3;0;1;31;0;0;0;1701.75;2;0;1;202105;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;6;42;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;43;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;354980;M;7311400;-1;252545;101;9;32;44;6;1;0;1;43;0;0;0;2500;1;0;1;202111;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;59;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;G;4774100;1;521110;101;7;18;44;6;3;0;1;20;0;0;0;1451;1;0;1;202105;202202;1;1
202103;1;11;110020;G;4774100;1;521110;101;7;30;44;1;3;0;1;20;0;0;0;1177;1;0;1;202105;202202;1;1
202103;5;53;530010;I;5611201;-1;513435;101;7;26;44;6;3;0;1;31;0;0;0;1212.3;5;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;5;33;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;49;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;710205;101;7;46;44;3;1;0;1;97;0;0;0;1549.86;1;0;1;202201;202202;1;1
202103;3;35;355030;A;115600;-1;621005;101;4;44;44;3;1;2;3;31;0;0;0;1500;99;0;1;202110;202202;1;1
202103;3;35;355030;H;4930202;1;411010;101;7;22;44;6;3;0;1;20;0;0;0;1100;3;0;1;202103;202202;1;0
202103;2;26;260960;G;4511101;-1;252305;101;7;38;44;6;3;0;1;40;0;0;0;1505.13;3;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;7;26;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;31;313490;C;1322700;1;516335;101;7;18;44;1;3;0;1;20;0;0;0;1168;1;0;1;202103;202202;1;0
202103;3;35;352400;C;2511000;-1;784205;101;7;52;44;1;1;0;1;31;0;0;0;1564.2;5;0;1;202103;202202;1;0
202103;5;53;530010;M;6911701;1;142535;101;9;38;44;3;1;0;1;97;0;0;0;2100;1;0;1;202111;202202;1;1
202103;4;42;421280;C;1412603;-1;763215;101;7;40;44;1;3;0;1;40;0;0;0;1300;5;0;1;202111;202202;1;1
202103;4;41;411750;K;6622300;-1;521110;101;6;33;44;6;1;0;1;31;0;0;0;1495;1;0;1;202107;202202;1;1
202103;1;16;160030;G;4712100;1;521125;101;7;47;44;3;1;0;1;97;0;0;0;1156;1;0;1;202110;202202;1;1
202103;1;13;130240;G;4781400;1;142105;101;7;39;44;1;1;0;1;97;0;0;0;1500;2;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;59;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;5;52;520140;H;4930202;1;517410;101;2;51;44;1;1;0;1;20;0;0;0;1100;3;0;1;202103;202202;1;0
202103;3;33;330370;S;9430800;1;411010;101;7;28;44;3;3;0;1;97;0;0;0;1329.3;1;0;1;202201;202202;1;1
202103;2;23;230190;F;4120400;1;411010;101;7;29;44;1;1;0;1;20;0;0;0;1500;2;0;1;202104;202202;1;1
202103;3;31;310620;G;4711302;-1;521105;101;7;58;44;3;3;0;1;31;0;0;0;1277.52;5;0;1;202201;202202;1;1
202103;3;31;310620;G;4619200;1;410105;101;8;21;40;1;3;0;1;20;0;0;0;1200;2;0;1;202103;202202;1;0
202103;5;52;520870;G;4761003;-1;252305;101;7;31;44;1;3;0;1;40;0;0;0;1100;1;0;1;202105;202202;1;1
202103;3;33;330455;G;4781400;1;521115;101;7;24;46;1;3;0;1;20;0;0;0;1300;1;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;7;52;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;29;291080;H;4930202;1;782310;101;7;46;44;2;1;0;1;20;0;0;0;1478;4;0;1;202103;202202;1;0
202103;2;26;260680;H;4930203;-1;413105;101;7;54;44;1;3;0;1;31;0;0;0;1600;4;0;1;202103;202202;1;0
202103;4;42;420320;G;4722901;-1;848510;101;3;45;44;1;1;0;1;43;0;0;0;1383;1;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;4;41;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;717020;101;7;30;44;1;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;5;52;520870;S;9529105;-1;422310;101;7;23;40;1;1;0;1;31;0;0;0;1500;5;0;1;202109;202202;1;1
202103;2;24;240810;C;2330302;1;717020;101;6;18;44;3;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;5;52;520110;Q;8610101;-1;515110;101;7;25;36;3;1;0;1;32;0;0;0;1168.72;6;0;1;202103;202202;1;0
202103;4;43;431490;G;4772500;1;521140;101;4;20;44;6;3;0;1;97;0;0;0;1380.63;2;0;1;202106;202202;1;1
202103;2;24;240100;P;8599601;1;333105;101;7;47;22;1;1;0;1;20;0;0;1;1100;2;0;1;202103;202202;1;0
202103;3;33;330330;N;7820500;-1;411010;101;9;48;44;1;3;0;1;40;0;0;0;1976.54;2;0;1;202112;202202;1;1
202103;2;21;211120;F;4399104;-1;782515;101;7;41;44;3;1;0;1;31;0;0;0;1801.55;1;0;1;202110;202202;1;1
202103;4;41;410690;F;4120400;-1;354210;101;7;63;44;1;1;0;1;31;0;0;0;3667.3;3;0;1;202103;202202;1;0
202103;2;29;291005;P;8520100;-1;411010;101;8;24;40;3;3;0;1;31;0;0;0;11341;5;0;1;202103;202202;1;0
202103;2;24;240810;C;2330302;1;717020;101;6;21;44;2;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;40;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;26;261420;A;155503;1;622110;101;7;32;44;3;1;2;3;97;0;0;0;1100;99;0;1;202201;202202;1;1
202103;2;28;280030;N;8220200;-1;422310;101;7;35;36;3;1;0;1;32;0;0;0;998;10;0;1;202103;202202;1;0
202103;2;24;240810;C;2330302;1;717020;101;4;38;44;2;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;44;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;353650;I;5611203;-1;784205;101;7;43;44;3;3;0;1;31;0;0;0;1444.68;2;0;1;202111;202202;1;1
202103;4;42;420910;M;7120100;1;391205;101;7;37;44;6;3;0;1;97;0;0;0;1400;1;0;1;202106;202202;1;1
202103;2;29;292740;G;4646001;-1;519110;101;7;41;44;3;1;0;1;31;0;0;0;1100;3;0;1;202103;202202;1;0
202103;5;51;510340;I;5611201;1;513205;101;7;43;44;3;3;0;1;20;0;0;0;1400;3;0;1;202104;202202;1;1
202103;5;52;520870;I;5510801;-1;513315;101;7;47;54;1;1;0;1;31;0;0;0;1300;2;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;7;42;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;31;310620;P;8511200;-1;331110;101;9;37;44;3;3;0;1;32;0;0;0;1193.4;3;0;1;202105;202202;1;1
202103;3;31;315400;A;139306;1;612005;101;3;38;44;6;1;0;1;97;0;0;0;1100;1;0;1;202109;202202;1;1
202103;3;35;350950;I;5611201;-1;513435;101;7;31;44;6;3;0;1;43;0;0;0;1380;5;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;7;20;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;4;41;411520;F;4399103;1;411005;101;6;44;44;1;3;0;1;97;0;0;0;1388;1;0;1;202107;202202;1;1
202103;2;25;250750;I;5611201;-1;513405;101;7;26;44;3;1;0;1;31;0;0;0;1100;3;0;1;202105;202202;1;1
202103;3;33;330170;N;8129000;-1;763125;101;3;47;0;1;3;0;1;31;0;0;9;1150.19;9;0;1;202103;202202;1;0
202103;1;11;110028;N;8211300;-1;514320;101;7;40;44;6;3;0;1;31;0;0;0;1196.43;9;0;1;202103;202202;1;0
202103;2;26;261160;P;8520100;1;231335;101;9;33;13;1;3;0;1;20;0;0;0;1265.35;5;0;1;202103;202202;1;0
202103;3;35;355400;I;5611201;1;422105;101;6;17;44;6;3;0;1;20;0;0;0;1380;2;0;1;202104;202202;1;1
202103;3;33;330455;P;8591100;-1;234410;101;9;41;36;1;1;0;1;32;0;0;0;1497.6;3;0;1;202111;202202;1;1
202103;4;41;411520;G;4530703;1;142105;101;7;38;40;1;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;5;52;520850;N;8121400;1;514310;101;7;49;44;1;1;0;1;97;0;0;0;0;5;0;1;202112;202202;1;1
202103;3;35;351970;O;8411600;1;231105;105;9;32;24;1;3;0;1;97;0;0;1;2114.87;1;0;1;202112;202202;1;1
202103;3;35;354870;N;7820500;1;521115;101;7;30;40;1;1;0;1;20;0;0;0;1287.15;10;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;7;35;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;5;51;510340;N;8011101;1;517330;101;7;31;44;3;1;0;1;20;0;0;0;1316.23;1;0;1;202103;202202;1;0
202103;2;29;292740;I;5611201;-1;513405;101;7;23;44;3;1;0;1;31;0;0;0;1100;1;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;622110;101;5;48;44;1;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;37;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;151202;1;514225;101;5;52;44;1;1;2;3;20;0;0;0;1100;99;0;1;202105;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;52;44;2;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;717020;101;7;41;44;6;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;4;25;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;26;260960;F;4330499;-1;715210;101;7;32;45;3;1;0;1;31;0;0;0;1606;1;0;1;202103;202202;1;0
202103;3;35;353060;C;3321000;1;725205;101;7;64;44;1;1;0;1;20;0;0;0;2200;4;0;1;202103;202202;1;0
202103;3;35;350250;G;4789099;1;521110;101;7;29;44;1;3;0;1;20;0;0;0;1510;1;0;1;202103;202202;1;0
202103;3;33;330455;P;8599601;1;422105;101;7;22;44;6;1;0;1;20;0;0;0;1100;4;0;1;202104;202202;1;1
202103;4;41;410830;C;1091102;-1;848410;101;7;24;44;1;1;0;1;40;0;0;0;1449;3;0;1;202103;202202;1;0
202103;3;35;355030;A;113000;1;621005;101;5;52;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;724315;101;7;55;44;3;1;0;1;97;0;0;0;1393.18;1;0;1;202201;202202;1;1
202103;3;31;314930;C;1013901;-1;142105;101;7;60;40;1;1;0;1;31;0;0;0;3500;3;0;1;202104;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;51;44;1;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;23;231335;F;4120400;-1;717020;101;7;22;44;3;1;0;4;31;0;0;0;1045;4;0;1;202105;202202;1;1
202103;4;41;410690;F;4120400;-1;710205;101;2;61;44;1;1;0;1;31;0;0;0;2767.6;3;0;1;202103;202202;1;0
202103;3;33;330455;F;4120400;-1;724110;105;7;37;45;1;1;0;1;43;0;0;0;1477.11;7;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;717020;101;4;32;44;3;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;35;355030;G;4744099;-1;715210;101;7;48;44;1;1;0;1;31;0;0;0;1841.67;4;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;4;56;44;1;3;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;354980;C;2599399;-1;414105;101;7;23;44;6;1;0;1;90;0;0;0;2565;5;0;1;202103;202202;1;0
202103;3;35;355030;G;4642701;-1;354125;101;7;26;44;3;1;0;1;31;0;0;0;1450.02;6;0;1;202110;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;38;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;26;261160;P;8520100;1;231325;101;11;31;4;3;1;0;1;20;0;0;0;389.34;5;0;1;202103;202202;1;0
202103;3;35;353870;C;2531402;-1;722215;101;3;45;44;1;1;0;1;31;0;0;0;415756;5;0;1;202109;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;64;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;354520;F;4211102;-1;992205;101;4;27;44;3;1;0;1;40;0;0;0;2987;5;0;1;202105;202202;1;1
202103;3;35;351690;G;4789099;1;411005;101;9;22;35;1;3;0;1;20;0;0;0;2800;1;0;1;202104;202202;1;1
202103;3;35;351860;G;4744002;-1;622110;101;7;35;44;6;1;0;1;43;0;0;0;1400;7;0;1;202105;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;42;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;7;42;44;1;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
202103;2;24;240810;C;2330302;1;717020;101;4;27;44;1;1;0;1;97;0;0;0;1100;1;0;1;202201;202202;1;1
202103;3;31;312500;G;4744099;1;514230;101;7;28;44;3;1;0;1;20;0;0;0;1176;1;0;1;202104;202202;1;1
202103;3;35;355030;A;113000;1;622110;101;5;69;44;2;1;2;3;97;0;0;0;0;99;0;1;202106;202202;1;1
